ID,GEO_POINT_2D,GEO_SHAPE,NAME,ETICHETTA,NOTETESTO,NUMEROANTICO,NUMEROMODERNO,LINK1,LINK2,LINK3,PIANI,ARCATE,ARCHITRAVATE,ARCHITRAVATE_CON_COLONNE_DI_LEGNO,ARCHIVOLTI,MODIGLIONI,MENSOLONI_ARCHITRAVATI,STALLA_E,FIENILE_I,RIMESSA_E,SCUDERIA_E,ATTIVITA_COMMERCIALI_PRODUTTIVE_1,ATTIVITA_COMMERCIALI_PRODUTTIVE_2,ATTIVITA_COMMERCIALI_PRODUTTIVE_3,ATTIVITA_COMMERCIALI_PRODUTTIVE_4,ATTIVITA_COMMERCIALI_PRODUTTIVE_5
354,"44.4943527765, 11.3477298637","{""type"": ""Polygon"", ""coordinates"": [[[11.347954, 44.494472, 0], [11.347852, 44.494466, 0], [11.347563, 44.494459, 0], [11.347572, 44.494378, 0], [11.347587, 44.494374, 0], [11.347584, 44.494303, 0], [11.347632, 44.494279, 0], [11.347624, 44.494263, 0], [11.34767, 44.494264, 0], [11.34772, 44.494249, 0], [11.347831, 44.494237, 0], [11.347885, 44.494233, 0], [11.347907, 44.494262, 0], [11.347938, 44.494294, 0], [11.347883, 44.494311, 0], [11.347875, 44.494301, 0], [11.347665, 44.494327, 0], [11.347678, 44.494429, 0], [11.347931, 44.494434, 0], [11.347954, 44.494472, 0]]]}",-,Casa,-,106/2,3,http://www.originebologna.com/torri/abati,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
355,"44.492418346, 11.3435176892","{""type"": ""Polygon"", ""coordinates"": [[[11.343538, 44.492393, 0], [11.34355, 44.492436, 0], [11.343497, 44.492444, 0], [11.343486, 44.4924, 0], [11.343538, 44.492393, 0]]]}",-,Casa,Uscio parimuro,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bottega,-,-,-,-
356,"44.489278882, 11.3493456343","{""type"": ""Polygon"", ""coordinates"": [[[11.349342, 44.489209, 0], [11.349435, 44.489303, 0], [11.349353, 44.489349, 0], [11.349307, 44.489306, 0], [11.349255, 44.489255, 0], [11.349342, 44.489209, 0]]]}",-,Casa,Uscio parimuro,708,1/2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
357,"44.4859917682, 11.3565607149","{""type"": ""Polygon"", ""coordinates"": [[[11.356288, 44.486013, 0], [11.356696, 44.485868, 0], [11.3568, 44.486016, 0], [11.356651, 44.486068, 0], [11.35663, 44.486036, 0], [11.356544, 44.486067, 0], [11.356517, 44.486038, 0], [11.356348, 44.486099, 0], [11.356288, 44.486013, 0]]]}",-,Casa,Uscio Falegname .... con Terrazza.,315,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Falegname,-,-,-,-
358,"44.4895780148, 11.349645331","{""type"": ""Polygon"", ""coordinates"": [[[11.349533, 44.489589, 0], [11.349598, 44.489547, 0], [11.349675, 44.489496, 0], [11.349759, 44.489578, 0], [11.349667, 44.489623, 0], [11.349619, 44.489647, 0], [11.349621, 44.489656, 0], [11.349613, 44.48966, 0], [11.349533, 44.489589, 0]]]}",-,Casa,Uscio e casa,"703/2, 703",7/2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
410,"44.4990389701, 11.3397886903","{""type"": ""Polygon"", ""coordinates"": [[[11.339771, 44.499138, 0], [11.339704, 44.498986, 0], [11.33983, 44.498963, 0], [11.339874, 44.499063, 0], [11.339803, 44.49908, 0], [11.339822, 44.499124, 0], [11.339771, 44.499138, 0]]]}",-,Casa,2 Architravate in via Riva di Reno,"1152,865/1",102 via Riva Reno,-,-,-,2,5,2,-,-,-,-,-,-,-,-,Bottega,Salsamentario,Tabaccaro,-,-
411,"44.4933261315, 11.3414612727","{""type"": ""Polygon"", ""coordinates"": [[[11.341541, 44.493211, 0], [11.341606, 44.493385, 0], [11.341482, 44.493409, 0], [11.34137, 44.493429, 0], [11.341325, 44.493314, 0], [11.3413, 44.493273, 0], [11.341359, 44.493256, 0], [11.341388, 44.493315, 0], [11.341422, 44.493311, 0], [11.3414, 44.493275, 0], [11.341419, 44.493271, 0], [11.341406, 44.493246, 0], [11.341541, 44.493211, 0]]]}",-,Casa,-,"1398,1397,1423","7 via Fusari, 2, 4 via Battibecco",-,-,-,2,-,-,-,-,-,-,-,-,-,-,Bottega (sotto al Voltone),Bottega,Bottega,Barbiere,Bottega
412,"44.4966835684, 11.3466923303","{""type"": ""Polygon"", ""coordinates"": [[[11.346576, 44.496749, 0], [11.346549, 44.496636, 0], [11.346708, 44.49661, 0], [11.346718, 44.49663, 0], [11.346617, 44.496657, 0], [11.346628, 44.496697, 0], [11.346753, 44.496661, 0], [11.346809, 44.496649, 0], [11.346838, 44.496642, 0], [11.346869, 44.496708, 0], [11.346851, 44.496717, 0], [11.346806, 44.496728, 0], [11.346796, 44.496706, 0], [11.346576, 44.496749, 0]]]}",-,Casa,-,"1472, 1472/2","5, 7Piazza San Martino",-,-,-,1,4,-,-,-,-,-,-,-,-,-,Falegname di una arcata appartenente alla nobile famiglia Codib a due E.,Vendita di vino,Lanternaro,Bottega,-
413,"44.4933512018, 11.342131567","{""type"": ""Polygon"", ""coordinates"": [[[11.342144, 44.493453, 0], [11.342134, 44.49343, 0], [11.342114, 44.493399, 0], [11.342073, 44.493403, 0], [11.342031, 44.493281, 0], [11.342159, 44.493256, 0], [11.34223, 44.493435, 0], [11.342169, 44.493449, 0], [11.342144, 44.493453, 0]]]}",-,Casa,-,92,3,-,-,-,3,-,-,-,-,-,-,-,-,-,-,Ragioniere. Petizioni ecc.,Barbiere,Cappellaro,-,-
414,"44.4917008917, 11.3516114798","{""type"": ""Polygon"", ""coordinates"": [[[11.351574, 44.491862, 0], [11.351442, 44.491562, 0], [11.35155, 44.491535, 0], [11.351582, 44.49161, 0], [11.351703, 44.49158, 0], [11.351725, 44.491637, 0], [11.351653, 44.491657, 0], [11.351696, 44.491736, 0], [11.351779, 44.49171, 0], [11.351814, 44.491778, 0], [11.351574, 44.491862, 0]]]}",Casa Bersani,Casa,-,"585, 586, 587, 588",8,-,-,-,1,6,-,-,-,-,-,-,-,-,-,Sellaro,Sartore,Ciabattino,-,-
415,"44.4990543437, 11.3284217579","{""type"": ""Polygon"", ""coordinates"": [[[11.32824, 44.49897, 0], [11.328452, 44.498895, 0], [11.328503, 44.498973, 0], [11.328567, 44.499067, 0], [11.328473, 44.499105, 0], [11.328561, 44.49924, 0], [11.328518, 44.499255, 0], [11.328485, 44.499212, 0], [11.328433, 44.49923, 0], [11.328373, 44.499148, 0], [11.328347, 44.499114, 0], [11.328453, 44.499077, 0], [11.328431, 44.49905, 0], [11.328326, 44.499086, 0], [11.32824, 44.49897, 0]]]}",-,Casa,-,184,153,-,-,-,1,-,5,-,-,-,-,-,-,-,-,Treccolo,Sartore,Treccolo,-,-
416,"44.4868949482, 11.3480437576","{""type"": ""Polygon"", ""coordinates"": [[[11.348163, 44.486963, 0], [11.347986, 44.486968, 0], [11.347962, 44.486971, 0], [11.34796, 44.486934, 0], [11.34797, 44.486896, 0], [11.34797, 44.486885, 0], [11.347889, 44.486894, 0], [11.347901, 44.486938, 0], [11.34789, 44.486938, 0], [11.347862, 44.486845, 0], [11.348181, 44.486829, 0], [11.348182, 44.486829, 0], [11.348172, 44.486884, 0], [11.348163, 44.486963, 0]]]}",-,Casa,-,350,59,-,-,-,1,-,3,-,-,-,-,-,-,-,-,Treccolo,Barbiere,-,-,-
417,"44.4890515821, 11.3540866308","{""type"": ""Polygon"", ""coordinates"": [[[11.353993, 44.488992, 0], [11.354044, 44.48897, 0], [11.35418, 44.489117, 0], [11.354138, 44.489136, 0], [11.353993, 44.488992, 0]]]}",-,Casa,-,473,49,-,-,-,2,-,2,-,-,-,-,-,-,-,-,Bottega,Bottega,-,-,-
418,"44.4935109801, 11.3327072411","{""type"": ""Polygon"", ""coordinates"": [[[11.332734, 44.493469, 0], [11.332773, 44.493527, 0], [11.332678, 44.493552, 0], [11.33266, 44.493525, 0], [11.332644, 44.493495, 0], [11.332734, 44.493469, 0]]]}",-,Casa,-,797,3,-,-,-,2,-,3,-,-,-,-,-,-,-,-,Bottega,Bottega,-,-,-
419,"44.4993101033, 11.3398793331","{""type"": ""Polygon"", ""coordinates"": [[[11.340011, 44.49932, 0], [11.339841, 44.499358, 0], [11.339771, 44.499377, 0], [11.339745, 44.499322, 0], [11.339823, 44.499303, 0], [11.339807, 44.499278, 0], [11.339823, 44.499273, 0], [11.339965, 44.499246, 0], [11.340011, 44.49932, 0]]]}",-,Casa,-,1149,6,-,-,-,1,-,-,-,-,-,5,-,-,-,-,Bottega,Bottega,-,-,-
420,"44.4927837247, 11.3407651132","{""type"": ""Polygon"", ""coordinates"": [[[11.340743, 44.492903, 0], [11.34068, 44.492688, 0], [11.340793, 44.492669, 0], [11.34081, 44.492719, 0], [11.34082, 44.49277, 0], [11.340828, 44.492818, 0], [11.340794, 44.492823, 0], [11.340802, 44.49285, 0], [11.340842, 44.492844, 0], [11.340859, 44.492885, 0], [11.340743, 44.492903, 0]]]}",-,Casa,-,1431,4,-,-,-,2,-,-,-,-,-,-,-,-,-,-,Bottega,Bottega,-,-,-
421,"44.4943910815, 11.352826883","{""type"": ""Polygon"", ""coordinates"": [[[11.35275, 44.494202, 0], [11.352895, 44.494196, 0], [11.352905, 44.494391, 0], [11.352813, 44.494398, 0], [11.352818, 44.494443, 0], [11.352878, 44.494443, 0], [11.352875, 44.494426, 0], [11.35291, 44.494423, 0], [11.352912, 44.49446, 0], [11.352933, 44.494509, 0], [11.352942, 44.494547, 0], [11.352903, 44.494559, 0], [11.352807, 44.494576, 0], [11.352777, 44.494525, 0], [11.352722, 44.494533, 0], [11.352696, 44.494495, 0], [11.352688, 44.494472, 0], [11.35277, 44.494454, 0], [11.352764, 44.494404, 0], [11.352761, 44.494355, 0], [11.35275, 44.494202, 0]]]}",-,Casa,-,"39,38",66,-,-,-,1,-,2,-,-,-,-,-,-,-,-,Calzolaio,Bottega,-,-,-
422,"44.4943148491, 11.3315319354","{""type"": ""Polygon"", ""coordinates"": [[[11.331532, 44.494161, 0], [11.331602, 44.494349, 0], [11.331642, 44.494461, 0], [11.331535, 44.494477, 0], [11.33149, 44.494355, 0], [11.331527, 44.494346, 0], [11.331545, 44.494389, 0], [11.331593, 44.494382, 0], [11.331566, 44.49432, 0], [11.331483, 44.494334, 0], [11.331423, 44.49418, 0], [11.331532, 44.494161, 0]]]}",-,Casa,-,498,43,-,-,-,2,-,4,-,-,-,-,-,-,-,-,Fabbro,Bottega,-,-,-
423,"44.493931851, 11.3562731679","{""type"": ""Polygon"", ""coordinates"": [[[11.356276, 44.49401, 0], [11.356199, 44.493866, 0], [11.356265, 44.493849, 0], [11.35635, 44.494, 0], [11.356276, 44.49401, 0]]]}",-,Casa,-,147,85,-,-,-,2,2,-,-,-,-,-,-,-,-,-,Fabbro,Bottega,-,-,-
424,"44.4933557037, 11.3418088034","{""type"": ""Polygon"", ""coordinates"": [[[11.341686, 44.493421, 0], [11.341648, 44.493332, 0], [11.341769, 44.493315, 0], [11.341915, 44.493298, 0], [11.341922, 44.493308, 0], [11.341949, 44.493301, 0], [11.341973, 44.49337, 0], [11.341866, 44.493394, 0], [11.341772, 44.493406, 0], [11.341686, 44.493421, 0]]]}",-,Casa,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Osteria e locanda dell'Aurora,Bottega,-,-,-
442,"44.493734329, 11.3328116002","{""type"": ""Polygon"", ""coordinates"": [[[11.332863, 44.493647, 0], [11.332918, 44.493784, 0], [11.332753, 44.493818, 0], [11.332706, 44.493698, 0], [11.332762, 44.493685, 0], [11.332753, 44.493668, 0], [11.332863, 44.493647, 0]]]}",-,Casa,-,418,"30,32 Sant'Isaia",-,-,-,1,-,2,-,-,-,-,-,-,-,-,Bottega,Salsamentario,-,-,-
443,"44.4958757483, 11.3504223491","{""type"": ""Polygon"", ""coordinates"": [[[11.350421, 44.495923, 0], [11.350354, 44.495897, 0], [11.350427, 44.495827, 0], [11.350489, 44.495856, 0], [11.350421, 44.495923, 0]]]}",-,Casa,-,2497,-,-,-,-,2,1,-,-,-,-,-,-,-,-,-,Barbiere,Sartore,-,-,-
444,"44.4943030649, 11.3562232924","{""type"": ""Polygon"", ""coordinates"": [[[11.356224, 44.494516, 0], [11.356199, 44.494418, 0], [11.356191, 44.494338, 0], [11.356178, 44.494137, 0], [11.35625, 44.494131, 0], [11.356261, 44.49434, 0], [11.356213, 44.494341, 0], [11.356221, 44.494408, 0], [11.356262, 44.494411, 0], [11.356266, 44.49451, 0], [11.356224, 44.494516, 0]]]}",-,Casa,-,6,122,-,-,-,1,-,1,-,-,-,-,-,-,-,-,Tintoria,Soppressa,-,-,-
445,"44.4910144165, 11.3383737919","{""type"": ""Polygon"", ""coordinates"": [[[11.338195, 44.491166, 0], [11.338154, 44.491131, 0], [11.338352, 44.491009, 0], [11.338491, 44.490874, 0], [11.338561, 44.4909, 0], [11.338416, 44.491042, 0], [11.338402, 44.491049, 0], [11.338359, 44.491017, 0], [11.338269, 44.491077, 0], [11.338308, 44.491105, 0], [11.338255, 44.491139, 0], [11.338195, 44.491166, 0]]]}",-,Casa,-,376,11,-,-,-,2,-,1,-,-,-,-,-,-,-,-,Calzolaio,Trattoria,-,-,-
446,"44.4883635951, 11.3410992642","{""type"": ""Polygon"", ""coordinates"": [[[11.341096, 44.488242, 0], [11.34115, 44.488373, 0], [11.34112, 44.488378, 0], [11.341096, 44.488383, 0], [11.341112, 44.488424, 0], [11.341166, 44.488412, 0], [11.341183, 44.488454, 0], [11.341074, 44.488476, 0], [11.341058, 44.488435, 0], [11.341081, 44.488431, 0], [11.341062, 44.488392, 0], [11.341081, 44.488387, 0], [11.341032, 44.488258, 0], [11.341096, 44.488242, 0]]]}",-,Casa,-,784,16,-,-,-,3,-,2,-,-,-,-,-,-,-,-,Bottega,Trattoria dell'Allegria,-,-,-
447,"44.4992670547, 11.3498204194","{""type"": ""Polygon"", ""coordinates"": [[[11.349931, 44.499209, 0], [11.349973, 44.499242, 0], [11.349711, 44.499325, 0], [11.34969, 44.499281, 0], [11.349841, 44.499237, 0], [11.349865, 44.499269, 0], [11.349892, 44.499261, 0], [11.349869, 44.499228, 0], [11.349931, 44.499209, 0]]]}",-,Casa,-,1576,40,-,-,-,2,-,1,-,-,-,-,-,-,-,-,Forno,Treccolo,-,-,-
448,"44.4946320528, 11.3475551863","{""type"": ""Polygon"", ""coordinates"": [[[11.347572, 44.494618, 0], [11.347576, 44.494764, 0], [11.347505, 44.494748, 0], [11.347512, 44.494612, 0], [11.347522, 44.494525, 0], [11.347691, 44.494536, 0], [11.347691, 44.494555, 0], [11.347579, 44.494548, 0], [11.347572, 44.494618, 0]]]}",-,Casa,-,67,4,-,-,-,2,3,-,-,-,-,-,-,-,-,-,Scrannaro,Treccolo,-,-,-
449,"44.4987477427, 11.3292281434","{""type"": ""Polygon"", ""coordinates"": [[[11.329105, 44.49865, 0], [11.329214, 44.498615, 0], [11.329268, 44.498696, 0], [11.329231, 44.49871, 0], [11.329282, 44.498795, 0], [11.329324, 44.49878, 0], [11.329367, 44.498841, 0], [11.329251, 44.498879, 0], [11.329105, 44.49865, 0]]]}",-,Casa,-,"172, 173",137,-,-,-,1,2,-,-,-,-,-,-,-,-,-,Tessitore,Treccolo,-,-,-
450,"44.4929578993, 11.3422092715","{""type"": ""Polygon"", ""coordinates"": [[[11.342161, 44.493015, 0], [11.342126, 44.492924, 0], [11.342265, 44.492904, 0], [11.342289, 44.49299, 0], [11.342161, 44.493015, 0]]]}",-,Casa,-,48,10,-,-,-,2,-,-,-,5,-,-,-,-,-,-,Ottonaro,Vendita di pane,-,-,-
451,"44.4960378509, 11.3413461253","{""type"": ""Polygon"", ""coordinates"": [[[11.341426, 44.496065, 0], [11.341304, 44.496085, 0], [11.3413, 44.496076, 0], [11.341285, 44.496078, 0], [11.34127, 44.496009, 0], [11.341399, 44.49599, 0], [11.341426, 44.496065, 0]]]}",-,Casa,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Annola Cavalli,-,-,-,-
452,"44.4994707311, 11.3483480179","{""type"": ""Polygon"", ""coordinates"": [[[11.348547, 44.499455, 0], [11.348468, 44.499479, 0], [11.34844, 44.499438, 0], [11.348398, 44.49945, 0], [11.348421, 44.499494, 0], [11.348306, 44.499534, 0], [11.348188, 44.499573, 0], [11.348161, 44.499538, 0], [11.348199, 44.499525, 0], [11.348166, 44.499481, 0], [11.348227, 44.499464, 0], [11.348245, 44.499499, 0], [11.348276, 44.499489, 0], [11.348249, 44.499457, 0], [11.348488, 44.49937, 0], [11.348547, 44.499455, 0]]]}",-,Casa,-,"2313, 2314","32, 34",-,-,-,2,1,2,-,-,-,-,-,-,-,-,Barbiere,-,-,-,-
453,"44.4872148927, 11.3392882504","{""type"": ""Polygon"", ""coordinates"": [[[11.339544, 44.48713, 0], [11.339552, 44.487226, 0], [11.339402, 44.487245, 0], [11.339378, 44.487218, 0], [11.339399, 44.487212, 0], [11.339386, 44.48717, 0], [11.339161, 44.487206, 0], [11.339169, 44.487262, 0], [11.33934, 44.487235, 0], [11.339351, 44.487256, 0], [11.339135, 44.487287, 0], [11.339052, 44.487306, 0], [11.339012, 44.487208, 0], [11.33937, 44.487155, 0], [11.339544, 44.48713, 0]]]}",-,Casa,-,124,69,-,-,-,1,-,2,-,-,-,-,-,-,-,-,Barbiere,-,-,-,-
454,"44.4974016326, 11.3438291891","{""type"": ""Polygon"", ""coordinates"": [[[11.343936, 44.497528, 0], [11.343747, 44.497547, 0], [11.343728, 44.497443, 0], [11.343729, 44.497408, 0], [11.343669, 44.497412, 0], [11.343663, 44.497361, 0], [11.343727, 44.497348, 0], [11.343715, 44.497303, 0], [11.343766, 44.497318, 0], [11.343767, 44.497345, 0], [11.343757, 44.497346, 0], [11.343773, 44.497416, 0], [11.343806, 44.497413, 0], [11.34381, 44.497434, 0], [11.343853, 44.497426, 0], [11.343805, 44.497242, 0], [11.34382, 44.497228, 0], [11.343869, 44.497222, 0], [11.343876, 44.497249, 0], [11.343891, 44.497259, 0], [11.343927, 44.497263, 0], [11.343951, 44.49736, 0], [11.343905, 44.497393, 0], [11.343936, 44.497528, 0]]]}",-,Casa,-,1770,3,-,-,-,2,-,4,-,-,-,-,-,-,-,-,Barbiere,-,-,-,-
455,"44.4897902543, 11.3411927512","{""type"": ""Polygon"", ""coordinates"": [[[11.341068, 44.489866, 0], [11.341015, 44.489791, 0], [11.341176, 44.489734, 0], [11.341205, 44.489771, 0], [11.341247, 44.489763, 0], [11.341238, 44.489743, 0], [11.341324, 44.489722, 0], [11.341345, 44.489763, 0], [11.341399, 44.489749, 0], [11.341416, 44.489776, 0], [11.341363, 44.489786, 0], [11.341068, 44.489866, 0]]]}",-,Casa,-,29,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,Barbiere,-,-,-,-
456,"44.4949110363, 11.3429993552","{""type"": ""Polygon"", ""coordinates"": [[[11.342991, 44.494955, 0], [11.342963, 44.494873, 0], [11.343011, 44.49487, 0], [11.343034, 44.494949, 0], [11.343015, 44.494951, 0], [11.342991, 44.494955, 0]]]}",-,Casa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Barbiere,-,-,-,-
457,"44.4989533137, 11.342799162","{""type"": ""Polygon"", ""coordinates"": [[[11.342775, 44.499017, 0], [11.342751, 44.498889, 0], [11.342821, 44.498888, 0], [11.342849, 44.499017, 0], [11.342775, 44.499017, 0]]]}",-,Casa,-,1998,14,-,-,-,1,1,1,-,-,-,-,-,-,-,-,Bottega,-,-,-,-
458,"44.4986787769, 11.3507030458","{""type"": ""Polygon"", ""coordinates"": [[[11.350654, 44.498669, 0], [11.35073, 44.498644, 0], [11.350753, 44.498689, 0], [11.350674, 44.498713, 0], [11.350654, 44.498669, 0]]]}",-,Casa,-,2878,14,-,-,-,1,-,1,-,-,-,-,-,-,-,-,Bottega,-,-,-,-
517,"44.4872490323, 11.350091834","{""type"": ""Polygon"", ""coordinates"": [[[11.350168, 44.487171, 0], [11.350223, 44.487229, 0], [11.350105, 44.487291, 0], [11.350081, 44.487306, 0], [11.350075, 44.487294, 0], [11.350006, 44.487321, 0], [11.349953, 44.487271, 0], [11.350041, 44.487229, 0], [11.350048, 44.487236, 0], [11.350084, 44.487218, 0], [11.350073, 44.487209, 0], [11.3501, 44.487201, 0], [11.350168, 44.487171, 0]]]}",-,Casa,-,173,17,-,-,-,2,-,-,-,-,-,-,-,-,-,-,Falegname,-,-,-,-
518,"44.4952157145, 11.3455500243","{""type"": ""Polygon"", ""coordinates"": [[[11.345512, 44.495251, 0], [11.345497, 44.49519, 0], [11.345589, 44.495183, 0], [11.345605, 44.495238, 0], [11.345512, 44.495251, 0]]]}",Farmacia,Casa,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,Farmacia,-,-,-,-
519,"44.4872880004, 11.3532047241","{""type"": ""Polygon"", ""coordinates"": [[[11.35314, 44.487285, 0], [11.353201, 44.487228, 0], [11.353272, 44.487318, 0], [11.353237, 44.487338, 0], [11.353213, 44.487312, 0], [11.353181, 44.487326, 0], [11.35314, 44.487285, 0]]]}",-,Casa,-,50,92,-,-,-,1,-,5,-,-,-,-,-,-,-,-,Forno,-,-,-,-
520,"44.4939739924, 11.3555462322","{""type"": ""Polygon"", ""coordinates"": [[[11.355526, 44.494018, 0], [11.355495, 44.493932, 0], [11.355561, 44.493925, 0], [11.3556, 44.494019, 0], [11.355526, 44.494018, 0]]]}",-,Casa,-,141,75,-,-,-,1,2,-,-,-,-,-,-,-,-,-,Forno,-,-,-,-
521,"44.4930754787, 11.347083643","{""type"": ""Polygon"", ""coordinates"": [[[11.347154, 44.493187, 0], [11.347041, 44.493136, 0], [11.346919, 44.493093, 0], [11.346953, 44.493027, 0], [11.346987, 44.492963, 0], [11.347012, 44.492963, 0], [11.347077, 44.49299, 0], [11.347058, 44.493021, 0], [11.347108, 44.49304, 0], [11.347132, 44.493005, 0], [11.347262, 44.493074, 0], [11.347154, 44.493187, 0]]]}",-,Casa,-,74 su Strada Santo Stefano,3 su Strada Santo Stefano,-,-,-,2,3,-,-,-,-,-,-,-,-,-,Granarolo e Pastaio,-,-,-,-
522,"44.491538129, 11.3433324894","{""type"": ""Polygon"", ""coordinates"": [[[11.343255, 44.491446, 0], [11.343314, 44.491447, 0], [11.343336, 44.491531, 0], [11.343421, 44.491533, 0], [11.34342, 44.491595, 0], [11.343299, 44.491605, 0], [11.343266, 44.491486, 0], [11.343255, 44.491446, 0]]]}",-,Casa,-,1095,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,Guantaro,-,-,-,-
523,"44.4954536184, 11.3514669889","{""type"": ""Polygon"", ""coordinates"": [[[11.351358, 44.495365, 0], [11.351606, 44.495483, 0], [11.351618, 44.495489, 0], [11.351558, 44.495542, 0], [11.351314, 44.495409, 0], [11.351358, 44.495365, 0]]]}",-,Casa,-,3040,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,Intagliatore,-,-,-,-
524,"44.4980932646, 11.3453936241","{""type"": ""Polygon"", ""coordinates"": [[[11.345382, 44.498151, 0], [11.34537, 44.498113, 0], [11.345349, 44.498044, 0], [11.345401, 44.498033, 0], [11.345441, 44.498141, 0], [11.345382, 44.498151, 0]]]}",-,Casa,-,1925,8,-,-,-,1,-,2,-,-,-,-,-,-,-,-,Inverniciatore,-,-,-,-
525,"44.4975899471, 11.3326662998","{""type"": ""Polygon"", ""coordinates"": [[[11.332529, 44.497449, 0], [11.3326, 44.497424, 0], [11.332688, 44.497559, 0], [11.332655, 44.497572, 0], [11.332675, 44.497601, 0], [11.33271, 44.497589, 0], [11.332805, 44.497736, 0], [11.332739, 44.497757, 0], [11.332529, 44.497449, 0]]]}",-,Casa,-,134,67,-,-,-,2,2,-,-,-,-,-,-,-,-,-,Macelleria,-,-,-,-
526,"44.4921574753, 11.3351037204","{""type"": ""Polygon"", ""coordinates"": [[[11.335243, 44.492091, 0], [11.335269, 44.492138, 0], [11.334931, 44.492221, 0], [11.334912, 44.49219, 0], [11.335035, 44.492155, 0], [11.33505, 44.492179, 0], [11.335103, 44.492166, 0], [11.335092, 44.49214, 0], [11.335243, 44.492091, 0]]]}",-,Casa,-,660,27,-,-,-,2,-,1,-,-,-,-,-,-,-,-,Mastelletta,-,-,-,-
527,"44.4898344321, 11.3330877297","{""type"": ""Polygon"", ""coordinates"": [[[11.33301, 44.489708, 0], [11.333067, 44.489699, 0], [11.333166, 44.489972, 0], [11.333111, 44.489971, 0], [11.333068, 44.489866, 0], [11.333104, 44.48986, 0], [11.333093, 44.489827, 0], [11.333055, 44.489833, 0], [11.33301, 44.489708, 0]]]}",-,Casa,-,165,48,-,-,-,2,-,1,-,-,-,-,-,-,-,-,Materazzaro,-,-,-,-
528,"44.4974278626, 11.3529060042","{""type"": ""Polygon"", ""coordinates"": [[[11.353081, 44.4973, 0], [11.352799, 44.497563, 0], [11.352739, 44.497537, 0], [11.353038, 44.497282, 0], [11.353081, 44.4973, 0]]]}",-,Casa,-,2578,60,-,-,-,1,1,-,-,-,-,-,-,-,-,-,Merciaro,-,-,-,-
529,"44.4926943469, 11.3352689604","{""type"": ""Polygon"", ""coordinates"": [[[11.33508, 44.492647, 0], [11.335219, 44.49262, 0], [11.335243, 44.49269, 0], [11.335344, 44.49268, 0], [11.335512, 44.492659, 0], [11.335529, 44.492705, 0], [11.335137, 44.492758, 0], [11.33508, 44.492647, 0]]]}",-,Casa,-,666,11,-,-,-,2,1,-,-,-,-,-,-,-,-,-,Merciaro,-,-,-,-
530,"44.4943600159, 11.3313384494","{""type"": ""Polygon"", ""coordinates"": [[[11.331302, 44.494202, 0], [11.331429, 44.494502, 0], [11.331372, 44.494516, 0], [11.331248, 44.494213, 0], [11.331302, 44.494202, 0]]]}",-,Casa,-,495,49,-,-,-,2,1,-,-,-,-,-,-,-,-,-,Merciaro,-,-,-,-
531,"44.49475013, 11.3520954904","{""type"": ""Polygon"", ""coordinates"": [[[11.352171, 44.494728, 0], [11.352204, 44.494741, 0], [11.352151, 44.494787, 0], [11.352116, 44.494772, 0], [11.352088, 44.494796, 0], [11.352006, 44.494774, 0], [11.352038, 44.494704, 0], [11.352171, 44.494728, 0]]]}",-,Casa,-,3030,7,-,-,-,1,2,-,-,-,-,-,-,-,-,-,Merciaro e tabaccaro,-,-,-,-
532,"44.4885303717, 11.3416487327","{""type"": ""Polygon"", ""coordinates"": [[[11.341666, 44.488644, 0], [11.341576, 44.488422, 0], [11.34161, 44.488416, 0], [11.341604, 44.488402, 0], [11.341627, 44.488399, 0], [11.341651, 44.488465, 0], [11.34162, 44.488475, 0], [11.341632, 44.488509, 0], [11.341669, 44.488504, 0], [11.341722, 44.488638, 0], [11.341666, 44.488644, 0]]]}",Casa Osteria,Casa,-,756,19,-,-,-,2,-,1,-,-,-,-,-,-,-,-,Osteria,-,-,-,-
