ID,COD_UG,COD_PRE,QUARTIERE,NOME,UBICAZIONE,AREA_UG,TIPO_DI_AREA,IMAGE,GEO_POINT_2D,GEO_SHAPE
405,2278,231V,San Donato - San Vitale,AIUOLE PIAZZA DEI COLORI,Piazza dei Colori,8.964,VERDE D'ARREDO,,"44.4941398219, 11.3981576466","{""type"": ""Polygon"", ""coordinates"": [[[11.398182591342609, 44.49414667596361], [11.398167049941472, 44.49412207820701], [11.398132700255609, 44.49413296899029], [11.39814824557049, 44.494157565507365], [11.398182591342609, 44.49414667596361]]]}"
406,2286,231V,San Donato - San Vitale,AIUOLE PIAZZA DEI COLORI,Piazza dei Colori,64.892,VERDE D'ARREDO,,"44.4935857806, 11.3978075128","{""type"": ""Polygon"", ""coordinates"": [[[11.39788078091577, 44.493668988960515], [11.39776872958437, 44.49349163872015], [11.397734244671378, 44.49350257213922], [11.397846295922125, 44.49367992241495], [11.39788078091577, 44.493668988960515]]]}"
407,2290,231V,San Donato - San Vitale,AIUOLE PIAZZA DEI COLORI,Piazza dei Colori,64.74,VERDE D'ARREDO,,"44.4926151529, 11.396925554","{""type"": ""Polygon"", ""coordinates"": [[[11.396997557705664, 44.492698489021095], [11.396888005587053, 44.492520838104554], [11.396853550300294, 44.49253181671496], [11.396963102337768, 44.4927094676661], [11.396997557705664, 44.492698489021095]]]}"
408,2291,231V,San Donato - San Vitale,AIUOLE PIAZZA DEI COLORI,Piazza dei Colori,64.74,VERDE D'ARREDO,,"44.4923963409, 11.3967906197","{""type"": ""Polygon"", ""coordinates"": [[[11.39686262289521, 44.49247967707734], [11.39675307161785, 44.492302026007145], [11.396718616431036, 44.49231300457498], [11.396828167627255, 44.49249065567975], [11.39686262289521, 44.49247967707734]]]}"
371,2179,151Z,Porto - Saragozza,AIUOLA VIA MALPERTUSO,Via Malpertuso,69.368,VERDE D'ARREDO,,"44.4892435921, 11.3338000237","{""type"": ""Polygon"", ""coordinates"": [[[11.333672861966665, 44.488968329706715], [11.333849096359655, 44.48937339503222], [11.333891568360343, 44.48946562808233], [11.333924139005992, 44.489538463274734], [11.333936646167393, 44.4895373906997], [11.33388160179808, 44.48941601426076], [11.333827516109176, 44.48929381914831], [11.333750995935917, 44.4891139694501], [11.333686369300914, 44.48896558668352], [11.333672861966665, 44.488968329706715]]]}"
372,903,216V,San Donato - San Vitale,AIUOLE VIE DECORATORE E CONCIATORE,Vie Decoratore e Conciatore,39.474,VERDE D'ARREDO STRADALE,,"44.4992107116, 11.399254305","{""type"": ""Polygon"", ""coordinates"": [[[11.399205382351628, 44.49923377940233], [11.399293377731558, 44.49923763532056], [11.399303576455788, 44.49919183316084], [11.399271594749091, 44.49918474920589], [11.399257679321137, 44.49918318314246], [11.399231431434627, 44.49918456970763], [11.399213502029257, 44.4991883529161], [11.399205382351628, 44.49923377940233]]]}"
373,2225,170V,San Donato - San Vitale,VERDE PARCHEGGIO ESTERNO CARPENTIERE,Via del Carpentiere,2.781,PARCHEGGIO,,"44.5009592804, 11.3898170324","{""type"": ""Polygon"", ""coordinates"": [[[11.389835574383733, 44.50096546332225], [11.389816958266017, 44.50094794136262], [11.389798564522554, 44.50096443646984], [11.389835574383733, 44.50096546332225]]]}"
374,2227,170V,San Donato - San Vitale,VERDE PARCHEGGIO ESTERNO CARPENTIERE,Via del Carpentiere,2.781,PARCHEGGIO,,"44.5009638475, 11.389975524","{""type"": ""Polygon"", ""coordinates"": [[[11.389994065964157, 44.50097003033218], [11.389975449798573, 44.50095250839946], [11.38995705611125, 44.50096900381911], [11.389994065964157, 44.50097003033218]]]}"
375,2229,170V,San Donato - San Vitale,VERDE PARCHEGGIO ESTERNO CARPENTIERE,Via del Carpentiere,2.781,PARCHEGGIO,,"44.5009683306, 11.3901380195","{""type"": ""Polygon"", ""coordinates"": [[[11.390156561634598, 44.50097451351317], [11.390137945420003, 44.50095699160805], [11.390119551364291, 44.50097348677351], [11.390156561634598, 44.50097451351317]]]}"
376,2231,170V,San Donato - San Vitale,VERDE PARCHEGGIO ESTERNO CARPENTIERE,Via del Carpentiere,2.781,PARCHEGGIO,,"44.5009721809, 11.3902964815","{""type"": ""Polygon"", ""coordinates"": [[[11.39031502354499, 44.500978363678385], [11.390296407282783, 44.5009608418002], [11.390278013685592, 44.500977337269646], [11.39031502354499, 44.500978363678385]]]}"
377,2232,170V,San Donato - San Vitale,VERDE PARCHEGGIO ESTERNO CARPENTIERE,Via del Carpentiere,2.781,PARCHEGGIO,,"44.5009755598, 11.39037477","{""type"": ""Polygon"", ""coordinates"": [[[11.390393311892714, 44.50098174261497], [11.39037469600866, 44.50096422074165], [11.390356302019102, 44.500980715943854], [11.390393311892714, 44.50098174261497]]]}"
378,2233,170V,San Donato - San Vitale,VERDE PARCHEGGIO ESTERNO CARPENTIERE,Via del Carpentiere,2.781,PARCHEGGIO,,"44.5009774638, 11.390455002","{""type"": ""Polygon"", ""coordinates"": [[[11.39047354407969, 44.50098364672326], [11.39045492815977, 44.50096612457577], [11.390436533802392, 44.50098262008668], [11.39047354407969, 44.50098364672326]]]}"
379,761,138V,San Donato - San Vitale,PISCINA SPIRAGLIO,Via Spiraglio,4397.092,VERDE SPORTIVO,,"44.500778212, 11.3891811918","{""type"": ""Polygon"", ""coordinates"": [[[11.389621903430884, 44.50083741955321], [11.389671517952833, 44.50082562433497], [11.389680703780138, 44.50082544544481], [11.389723229120428, 44.50082461767972], [11.38972980348407, 44.500824490036074], [11.389744146158977, 44.50082569361302], [11.389756439431192, 44.50082672550525], [11.389776835050569, 44.500828437479996], [11.38980858231723, 44.50058473424699], [11.389068403507379, 44.50052138604062], [11.388634214038582, 44.50048392466033], [11.388620388016513, 44.5008190069677], [11.388614234794648, 44.50092284187885], [11.38860835080056, 44.50102213511225], [11.388608311495963, 44.501022798509126], [11.388861080794133, 44.50103046856059], [11.388866229060882, 44.50094559594243], [11.388823575897108, 44.50094383050352], [11.388825251354122, 44.500898314616975], [11.388886198107404, 44.50089965403614], [11.388897429636703, 44.50078633042736], [11.389043865895125, 44.50078881665232], [11.389041884925156, 44.50077854128788], [11.389082716487971, 44.50078006824309], [11.389082146675129, 44.50078946654453], [11.389200499406778, 44.500791475712084], [11.38920034266694, 44.50090911409352], [11.38921780903922, 44.5009096119206], [11.389215215266724, 44.50119155052523], [11.389320617270583, 44.501195479757925], [11.389323503510555, 44.50124320931671], [11.389352888337477, 44.501244112568834], [11.389350653496146, 44.50128114367577], [11.38942206127797, 44.50127565639241], [11.389443131219599, 44.50120004691247], [11.38946044777341, 44.50106233377883], [11.389518382445964, 44.501052838053], [11.389518411318583, 44.50105251048239], [11.38952894907551, 44.50093333295922], [11.389530493465402, 44.50091586483255], [11.389546879357862, 44.50089771218162], [11.38955750907653, 44.50088593624386], [11.389579507479349, 44.50086156601897], [11.389579795136463, 44.50086124743121], [11.389621903430884, 44.50083741955321]]]}"
380,2239,141P,Porto - Saragozza,AIUOLE PRATI DI  CAPRARA,Via Prati di Caprara,8.764,VERDE D'ARREDO STRADALE,,"44.505669003, 11.3093900251","{""type"": ""Polygon"", ""coordinates"": [[[11.309383457807565, 44.505684198839305], [11.309388924711444, 44.505688549610035], [11.309398566398796, 44.50568904017446], [11.309407082736397, 44.50568603539093], [11.30940895202978, 44.50567886337096], [11.309407728012456, 44.505675994712895], [11.309396102140933, 44.505654522105246], [11.309390620382317, 44.50564926050203], [11.309380758800803, 44.50564806678696], [11.30937323096125, 44.505652234258285], [11.309371285747023, 44.50565817821982], [11.309383457807565, 44.505684198839305]]]}"
381,772,121V,San Donato - San Vitale,GIARDINO VIA SPARTACO,Via Spartaco,14.763,VERDE D'ARREDO STRADALE,,"44.4927464773, 11.3779827706","{""type"": ""Polygon"", ""coordinates"": [[[11.377965903486924, 44.492738254450074], [11.377957712729101, 44.492774877662505], [11.377960598953623, 44.492780914664536], [11.377969732985898, 44.492778677259885], [11.377977770213121, 44.49277035994757], [11.37799090380801, 44.49275676866081], [11.378002913301364, 44.49274434064264], [11.378007004964871, 44.49272955955991], [11.378012460748376, 44.49270985059992], [11.377965903486924, 44.492738254450074]]]}"
382,2244,116P,Porto - Saragozza,SPARTITRAFFICO  VIALE SILVANI,Viale Silvani,62.734,VERDE D'ARREDO STRADALE,,"44.5010406964, 11.3302457729","{""type"": ""Polygon"", ""coordinates"": [[[11.330240735298268, 44.50099883100886], [11.330227933292955, 44.50099639209608], [11.330219073967212, 44.50099819320537], [11.330210498734543, 44.50100394984131], [11.330206052591635, 44.501009172157275], [11.330189059095064, 44.50102464297448], [11.330185119710956, 44.50103309579103], [11.330185643255676, 44.50104307758239], [11.330191075922066, 44.50105313943125], [11.330264908436607, 44.50109020257384], [11.330316109500249, 44.50103667327144], [11.330240735298268, 44.50099883100886]]]}"
383,1341,114P,Porto - Saragozza,GIARDINO PIERFRANCESCO LORUSSO,Via dello Scalo,510.557,VERDE D'ARREDO,,"44.5025881871, 11.3297285206","{""type"": ""Polygon"", ""coordinates"": [[[11.32921393092155, 44.50264437177782], [11.329230241250029, 44.50270138712955], [11.330222656219654, 44.502536174637996], [11.330191549350925, 44.50244549389609], [11.33011359037189, 44.502459676011874], [11.33012479587116, 44.50250366920084], [11.3293855647293, 44.5026162875477], [11.32921393092155, 44.50264437177782]]]}"
384,633,144V,San Donato - San Vitale,MAGAZZINI COMUNALI,Via dell'Industria,2850.595,VERDE D'ARREDO,,"44.5048330915, 11.3893206995","{""type"": ""Polygon"", ""coordinates"": [[[11.388799962696057, 44.50572293342211], [11.389127879583882, 44.5057685521257], [11.389156867849824, 44.505659699004255], [11.389101838134726, 44.50564504274497], [11.389054086592132, 44.505630918860355], [11.389010875960208, 44.505610938353975], [11.38898739713137, 44.50558901379171], [11.388967607123677, 44.505545630127266], [11.388957206326719, 44.50551147994273], [11.388961449651685, 44.5054684310757], [11.389152321741399, 44.50462038140805], [11.38917252595381, 44.50460148224052], [11.389193866445869, 44.50459064252464], [11.389203487731141, 44.50458638261544], [11.38922511459395, 44.50458537798791], [11.389592300944262, 44.504617170343145], [11.389606028428155, 44.504617460156375], [11.389623314696866, 44.50460612791259], [11.389630286634475, 44.50459905336007], [11.389668820940683, 44.50441677707757], [11.390291974440036, 44.504483399023705], [11.390304777806977, 44.50448082124035], [11.390323817687223, 44.50447291639665], [11.3903365854424, 44.50441029232607], [11.389487812468682, 44.5043104610649], [11.389081086397299, 44.50451586157104], [11.389035056227572, 44.5047315318256], [11.388982990353092, 44.50494111682655], [11.388799962696057, 44.50572293342211]]]}"
385,627,144V,San Donato - San Vitale,MAGAZZINI COMUNALI,Via dell'Industria,58.362,VERDE D'ARREDO,,"44.5060785583, 11.3927501728","{""type"": ""Polygon"", ""coordinates"": [[[11.392746066667934, 44.50611639708555], [11.392820878724862, 44.50612258277804], [11.392727702035481, 44.50600405149178], [11.392708514808191, 44.5060706459434], [11.39270513918688, 44.50608691799261], [11.392706534453541, 44.5060982971488], [11.392714870684205, 44.50610705565673], [11.392720219177718, 44.50611267507998], [11.392727381865507, 44.5061147493394], [11.392746066667934, 44.50611639708555]]]}"
386,630,144V,San Donato - San Vitale,MAGAZZINI COMUNALI,Via dell'Industria,260.076,VERDE D'ARREDO,,"44.5057557147, 11.3923854939","{""type"": ""Polygon"", ""coordinates"": [[[11.392231405065901, 44.505593764022386], [11.392250408558306, 44.50564480752576], [11.392258839899148, 44.505660429398255], [11.39253523586714, 44.505974901169054], [11.392553604967084, 44.505983661901055], [11.392578543506838, 44.50597816797563], [11.392576831107215, 44.50596484345997], [11.39238078216613, 44.50570792579079], [11.392366346795612, 44.50566644167369], [11.392294783180994, 44.50557192807183], [11.392269125749129, 44.50556866942331], [11.392247142116213, 44.50557644020167], [11.392231405065901, 44.505593764022386]]]}"
387,558,146V,San Donato - San Vitale,AREA IACP VIA MATTEI,Via Enrico Mattei,554.781,VERDE D'ARREDO,,"44.4909276917, 11.3960544898","{""type"": ""Polygon"", ""coordinates"": [[[11.395818333928553, 44.49063136029389], [11.395873839603425, 44.49072230047744], [11.396153517984526, 44.49116672479201], [11.396032619425368, 44.49120572369677], [11.39605618641626, 44.49124681936112], [11.396099916096857, 44.49123276255883], [11.396091205313809, 44.49121499407589], [11.396276103970997, 44.49116360243248], [11.396175027559545, 44.49099521522195], [11.39609229008716, 44.491021893878134], [11.396055984936668, 44.490966060479], [11.396136826156074, 44.490940868685406], [11.396034214415627, 44.49077475050333], [11.395946009648904, 44.490802385647925], [11.39589597386957, 44.490721856623416], [11.39598876010841, 44.490692789480924], [11.395931782044402, 44.490595276425175], [11.395818333928553, 44.49063136029389]]]}"
388,379,157S,Savena,GIARDINO EDMEA PIRAMI (EX AREA G.C.ABBA-A.MARIO-VECCHI CLEOFE),Via San Ruffillo,13142.21,PARCO,,"44.4643494924, 11.3767881917","{""type"": ""Polygon"", ""coordinates"": [[[11.377402294687624, 44.46482339369274], [11.377541119905496, 44.46469484867507], [11.377357265604672, 44.46452648688825], [11.377296305398776, 44.4644586824481], [11.37729351041766, 44.464455334758604], [11.376929498610128, 44.46404908542431], [11.377543841895157, 44.463820424002876], [11.377949040732767, 44.46432173272483], [11.378079673930783, 44.46420287242022], [11.377543859807053, 44.46354264149451], [11.376651437954738, 44.46391291848013], [11.376097635672027, 44.464131913767446], [11.376021440592798, 44.46414700443108], [11.375989395228263, 44.464140783092084], [11.375842977278937, 44.464150041824844], [11.375970523236118, 44.464903944161534], [11.375978478846955, 44.464916237796686], [11.376000829527266, 44.464915772273564], [11.376053053317774, 44.4649164645604], [11.376083070829962, 44.464921179127934], [11.376110874022718, 44.46493144698006], [11.376752167978825, 44.46482803002284], [11.376821418241738, 44.464827216056875], [11.376929850467755, 44.46484834805728], [11.377005403248306, 44.46488468876485], [11.377161276477466, 44.464915586498705], [11.377270332558979, 44.46492634073689], [11.377323556574177, 44.46489660390785], [11.377402294687624, 44.46482339369274]]]}"
389,1867,011V,San Donato - San Vitale,ASILO ARCOBALENO- MAT.MARIGHETTO- EL.MATTIUZZI CASALE,Via Azzurra,4376.074,VERDE SCOLASTICO,,"44.4874611155, 11.3749587758","{""type"": ""Polygon"", ""coordinates"": [[[11.37431246286612, 44.48750321975077], [11.37439970334253, 44.487629584559585], [11.374711624257639, 44.487701542012324], [11.374877826201383, 44.48773328868678], [11.374878992282, 44.48773031191819], [11.37494316599785, 44.487741487037624], [11.374941786020754, 44.48774461719541], [11.37499717297033, 44.487753975392835], [11.37551507830941, 44.4878692249061], [11.375529009385394, 44.487710929072236], [11.37553059218127, 44.487648170988145], [11.375525599076823, 44.48759896986956], [11.375512436740369, 44.48753296801432], [11.375493284368995, 44.48746694800787], [11.375458040721014, 44.48737528177836], [11.375482291138296, 44.48727259992345], [11.375251225713209, 44.487172353746445], [11.375048606440666, 44.48712132350824], [11.375024548158516, 44.48719256640233], [11.374566321660515, 44.48710552962067], [11.374482189129381, 44.48711060614645], [11.37431246286612, 44.48750321975077]], [[11.374547117205555, 44.487489643755296], [11.374572247562106, 44.48742858652962], [11.37455645055516, 44.48742509489216], [11.374529921913256, 44.48748659652902], [11.374478382823764, 44.48747520456595], [11.374516253957669, 44.48738213711966], [11.374585398437656, 44.48739622685838], [11.37462493236732, 44.48729732665331], [11.374700261332551, 44.48731267668693], [11.37471873689158, 44.48726690539088], [11.37479622898114, 44.487284139729645], [11.374777160507424, 44.48732824230418], [11.374856797772008, 44.487344509947455], [11.374840820364604, 44.487383398972334], [11.37482021992683, 44.4874345368702], [11.374926797419809, 44.48745544203845], [11.374946787384625, 44.48740481422684], [11.374961715710176, 44.487371226047806], [11.37503501711714, 44.487385260369514], [11.375035573760446, 44.487385371500636], [11.375053275169236, 44.487340857589025], [11.375127234349211, 44.48735592790609], [11.375109644715682, 44.487400160644086], [11.375335559018113, 44.48744976139566], [11.375408214940295, 44.487465643962906], [11.375335264325216, 44.48765734616288], [11.374955189227755, 44.487577952858366], [11.374955309523756, 44.48757762511588], [11.374954685832794, 44.48757749809569], [11.374968574879333, 44.48754152897484], [11.37478886312059, 44.487501834494], [11.374788711337072, 44.48750180308468], [11.374772749812903, 44.48753880602204], [11.374547117205555, 44.487489643755296]]]}"
390,2250,117T,Santo Stefano,PARCO OLIVIERO OLIVO,Via Murri,18732.159,PARCO,,"44.4743388195, 11.3658822823","{""type"": ""Polygon"", ""coordinates"": [[[11.365695404670095, 44.47328216059655], [11.365696146859852, 44.47330051643803], [11.365795652826135, 44.47336016724595], [11.365804757834674, 44.473342661834636], [11.366119950450056, 44.473426707222785], [11.366081195597747, 44.473471966777595], [11.366145257568663, 44.47350008955815], [11.366032405506349, 44.47363188275321], [11.365975644217409, 44.47360696487346], [11.365834752190779, 44.47350278950605], [11.365601124236791, 44.473330044399326], [11.365591485293056, 44.473321021216464], [11.365540793430522, 44.473273568627356], [11.365521123787557, 44.47325515587422], [11.365003333020608, 44.47361647925886], [11.36503221868917, 44.47364343753724], [11.364759458825848, 44.47393078711377], [11.364551873202503, 44.47419075853661], [11.36476593930228, 44.47429290267235], [11.364719037950746, 44.47441662269273], [11.364685104440083, 44.47450613527179], [11.36463724655824, 44.47463237760559], [11.364665854711124, 44.47463793733545], [11.36471217238932, 44.47451575653473], [11.364745970686764, 44.474426602525455], [11.364807962122235, 44.47436202093787], [11.36485437654799, 44.474332656110064], [11.364900707277725, 44.474329261100785], [11.364946298872715, 44.47433561954236], [11.365017014626035, 44.47437472822983], [11.365060847475908, 44.474322987183804], [11.365089212374302, 44.47433833724205], [11.365298968599566, 44.47445184879743], [11.365359293324492, 44.47448692186347], [11.365518501071525, 44.47457948560123], [11.365490876739473, 44.47460619102042], [11.365832947077362, 44.474787588762425], [11.365800018116769, 44.47481942285376], [11.366022394715346, 44.474937346819885], [11.366137669813847, 44.4750079550756], [11.366118056282977, 44.4750327424033], [11.366310236749879, 44.475132627915805], [11.366312320242237, 44.47515611797152], [11.366274176378486, 44.475221829012206], [11.366224370291024, 44.475252996107045], [11.366243467292918, 44.47527521342882], [11.366245779269967, 44.47529490275918], [11.366215966842228, 44.47531666021692], [11.366046294663882, 44.47544048985865], [11.36609234512631, 44.47548481144053], [11.366137588680287, 44.47546071251226], [11.366186210700626, 44.4754348133003], [11.366237837224062, 44.475384846314775], [11.36628586543935, 44.47533740461436], [11.366303918957655, 44.475309897910044], [11.366367876944356, 44.47519119116997], [11.366495772792502, 44.47524993064608], [11.366583839204917, 44.475290377778755], [11.366684140183553, 44.475327153851694], [11.366865211063152, 44.47539354463472], [11.367055006814251, 44.475462729921574], [11.367235313785281, 44.47552764171207], [11.367472890868218, 44.47521254180416], [11.367496216474258, 44.47518160426005], [11.367221210421869, 44.475058560353084], [11.366782561936816, 44.47486229649019], [11.366672585471765, 44.47480279522427], [11.366628813228457, 44.47484427116643], [11.366411120822821, 44.4747264914681], [11.36643651175191, 44.47468904195562], [11.366386632123064, 44.47467170515384], [11.366293620571284, 44.47469812971442], [11.365886444326533, 44.474516737461855], [11.365779472496731, 44.474462310863856], [11.365794460514532, 44.47440994773271], [11.365942931839484, 44.47422162335593], [11.366438891984545, 44.47390208416227], [11.366427995271547, 44.473844134258655], [11.366084172895427, 44.473643056622606], [11.366266800659163, 44.47343981194525], [11.366242457150486, 44.4734330956785], [11.365695404670095, 44.47328216059655]], [[11.366293362323013, 44.47472241331362], [11.36626378736943, 44.474744852058215], [11.366253164799605, 44.474733432373], [11.366280768026098, 44.47471248931834], [11.366293362323013, 44.47472241331362]]]}"
391,2251,107P,Porto - Saragozza,GIARDINO PIAZZA XX SETTEMBRE,Piazza XX Settembre,29.027,VERDE D'ARREDO STRADALE,,"44.5040678723, 11.3440602923","{""type"": ""Polygon"", ""coordinates"": [[[11.344102809981248, 44.50404508640206], [11.344100270123521, 44.50404135760063], [11.34401040017218, 44.50405571743384], [11.34400487094208, 44.504062132703396], [11.344009443466682, 44.50406951056458], [11.344035553404222, 44.504080677124946], [11.344042680952278, 44.504084052678294], [11.344046031753791, 44.504085639395385], [11.344082742072596, 44.504103023733066], [11.344102809981248, 44.50404508640206]]]}"
392,2252,121P,Porto - Saragozza,G.NO DECORATO AL VALORE CIVILE,Via Graziano,165.907,VERDE D'ARREDO,,"44.4992400971, 11.3301582254","{""type"": ""Polygon"", ""coordinates"": [[[11.330252492142524, 44.49929819347362], [11.330169770632297, 44.499146152717834], [11.330079512295296, 44.49916960204656], [11.330123267060802, 44.49932859960866], [11.330123431473496, 44.49932858415112], [11.330241468655496, 44.499300789230176], [11.330252492142524, 44.49929819347362]]]}"
440,2406,159R,Borgo Panigale - Reno,AIUOLE COMPARTO EX PANIGAL,Via Emilia Ponente,6.807,PARCHEGGIO,,"44.508976754, 11.2940493053","{""type"": ""Polygon"", ""coordinates"": [[[11.294067340299643, 44.50898881980987], [11.294052277409092, 44.50895787115718], [11.29403016553984, 44.508964413808776], [11.294048480942614, 44.50899682126281], [11.294067340299643, 44.50898881980987]]]}"
441,2412,159R,Borgo Panigale - Reno,AIUOLE COMPARTO EX PANIGAL,Via Emilia Ponente,6.807,PARCHEGGIO,,"44.5088506877, 11.2944810793","{""type"": ""Polygon"", ""coordinates"": [[[11.29449911386628, 44.50886275323031], [11.294484051611748, 44.5088318051973], [11.294461939439095, 44.508838347938905], [11.294480255427052, 44.50887075502449], [11.29449911386628, 44.50886275323031]]]}"
442,2415,159R,Borgo Panigale - Reno,AIUOLE COMPARTO EX PANIGAL,Via Emilia Ponente,185.069,VERDE D'ARREDO,,"44.5088549989, 11.2950983049","{""type"": ""Polygon"", ""coordinates"": [[[11.295201786999296, 44.50889463661349], [11.295143409814719, 44.5087643280749], [11.294992916294097, 44.50883119164991], [11.295044924748765, 44.50893495117368], [11.295201786999296, 44.50889463661349]]]}"
443,2417,159R,Borgo Panigale - Reno,AIUOLE COMPARTO EX PANIGAL,Via Emilia Ponente,243.639,VERDE D'ARREDO,,"44.5086837172, 11.2952948098","{""type"": ""Polygon"", ""coordinates"": [[[11.295470906525688, 44.508661507724014], [11.295647724453923, 44.50862079127383], [11.295626009818054, 44.50857644751375], [11.295544867931806, 44.50859576389282], [11.29556021566483, 44.50863017447028], [11.295498322007315, 44.50864761700524], [11.2954788253922, 44.50861148511385], [11.295472991109577, 44.50861287408009], [11.29517916207881, 44.50868676462703], [11.2950041488969, 44.50874426303581], [11.294966052536013, 44.50875741556264], [11.294962584434302, 44.50877082437819], [11.294978491079707, 44.50880289873197], [11.295059630552808, 44.50876696632776], [11.295131644646638, 44.50873598108038], [11.29518330616501, 44.508729225376506], [11.295470906525688, 44.508661507724014]]]}"
444,698,141R,Borgo Panigale - Reno,AREA VERDE BOSCHETTO,Via Chiarini,3781.209,PARCO,,"44.5009997261, 11.2866494544","{""type"": ""Polygon"", ""coordinates"": [[[11.287230638669223, 44.50116192608029], [11.286909931942803, 44.50089014797664], [11.286698254930423, 44.50071571042234], [11.286653846400895, 44.500722002326135], [11.28645355127511, 44.50056362428248], [11.286346496689882, 44.50047897367241], [11.286327299113356, 44.50068108283504], [11.286310828142485, 44.500869960820836], [11.28631441874558, 44.50111415747447], [11.286327401145705, 44.50117672716332], [11.286328418507734, 44.50118162998666], [11.286357164635994, 44.501248081276216], [11.28637908115511, 44.50126309265802], [11.286381203358186, 44.50126454609984], [11.286421558438061, 44.50129218703579], [11.286528768476606, 44.501325327409084], [11.286685361282435, 44.50132307145973], [11.286728343593216, 44.50131371045654], [11.286764308911764, 44.501305877475176], [11.286857536686924, 44.5012855734419], [11.2870649503108, 44.50122800538118], [11.287230638669223, 44.50116192608029]]]}"
409,2295,231V,San Donato - San Vitale,AIUOLE PIAZZA DEI COLORI,Piazza dei Colori,64.74,VERDE D'ARREDO,,"44.4921046986, 11.3968842555","{""type"": ""Polygon"", ""coordinates"": [[[11.396956826072602, 44.492187853942866], [11.396846139763685, 44.492010564706995], [11.396811684896795, 44.4920215432572], [11.396922371125012, 44.492198832528004], [11.396956826072602, 44.492187853942866]]]}"
410,2296,231V,San Donato - San Vitale,AIUOLE PIAZZA DEI COLORI,Piazza dei Colori,64.74,VERDE D'ARREDO,,"44.492323065, 11.3970205878","{""type"": ""Polygon"", ""coordinates"": [[[11.397093158904221, 44.49240622021358], [11.396982471747496, 44.492228931134164], [11.396948016781204, 44.492239909727395], [11.397058703857228, 44.492417198841736], [11.397093158904221, 44.49240622021358]]]}"
411,2299,231V,San Donato - San Vitale,AIUOLE PIAZZA DEI COLORI,Piazza dei Colori,64.74,VERDE D'ARREDO,,"44.492978163, 11.3974295912","{""type"": ""Polygon"", ""coordinates"": [[[11.397502163664674, 44.49306131786952], [11.397391473964444, 44.49288402925946], [11.397357018699946, 44.49289500798175], [11.397467708319471, 44.49307229662671], [11.397502163664674, 44.49306131786952]]]}"
412,2302,146V,San Donato - San Vitale,AREA IACP VIA MATTEI,Via Enrico Mattei,51.753,VERDE D'ARREDO,,"44.4931660923, 11.3978672105","{""type"": ""Polygon"", ""coordinates"": [[[11.397974094464887, 44.493146371237245], [11.397957999197208, 44.493121953327346], [11.397760610417679, 44.49318570718786], [11.397776122360344, 44.493210313511895], [11.397974094464887, 44.493146371237245]]]}"
413,2306,231V,San Donato - San Vitale,AIUOLE PIAZZA DEI COLORI,Piazza dei Colori,9.002,VERDE D'ARREDO,,"44.4933225336, 11.3973675776","{""type"": ""Polygon"", ""coordinates"": [[[11.39739258560289, 44.49332961251922], [11.397377309570983, 44.493304926685084], [11.397342568487664, 44.49331545539085], [11.397357847318114, 44.49334014038884], [11.39739258560289, 44.49332961251922]]]}"
414,2307,231V,San Donato - San Vitale,AIUOLE PIAZZA DEI COLORI,Piazza dei Colori,8.982,VERDE D'ARREDO,,"44.4931703774, 11.3972681188","{""type"": ""Polygon"", ""coordinates"": [[[11.397292974547087, 44.49317722200315], [11.397277637354943, 44.49315255962676], [11.397243323226702, 44.49316349329034], [11.39725851912911, 44.49318820068772], [11.397292974547087, 44.49317722200315]]]}"
415,2323,129R,Borgo Panigale - Reno,VIA DELLA BARCA 44,Via della Barca,85.931,VERDE D'ARREDO,,"44.4957735386, 11.2917117133","{""type"": ""Polygon"", ""coordinates"": [[[11.291611503227934, 44.495798679215454], [11.291658724829034, 44.495789900383336], [11.291661385154438, 44.495795442236385], [11.29166181923544, 44.495795365241996], [11.29166391770843, 44.495801030731826], [11.291842073890683, 44.49577123721289], [11.291837202007692, 44.49576441493544], [11.291837372684158, 44.49576438471533], [11.291837121346337, 44.495762357389744], [11.291820425093684, 44.49573907320416], [11.291819469847352, 44.49573824804549], [11.291818415495877, 44.49573846771248], [11.291818428519559, 44.495738348187416], [11.29180586552634, 44.49572123767878], [11.29169929646197, 44.4957570832589], [11.291670757125363, 44.49576923177871], [11.291670763218349, 44.49576924346739], [11.291670267783115, 44.495769346756994], [11.291667510790468, 44.49577133945364], [11.291653003239723, 44.49577741863336], [11.291615287305989, 44.49578600650431], [11.291569584745776, 44.49579713834268], [11.291522456076843, 44.49580829881061], [11.291515473094204, 44.49581218378379], [11.29151715254277, 44.495818618790125], [11.291517375686658, 44.49581877707046], [11.291517165879174, 44.495818959027886], [11.29154242280197, 44.495820153901064], [11.291579348049348, 44.49581566714183], [11.291613395641857, 44.495810557168475], [11.291612666910023, 44.49580410306462], [11.291612563322134, 44.495804058189236], [11.29161272760928, 44.49580402925012], [11.291611503227934, 44.495798679215454]]]}"
