ID,COD_UG,COD_PRE,QUARTIERE,NOME,UBICAZIONE,AREA_UG,TIPO_DI_AREA,IMAGE,GEO_POINT_2D,GEO_SHAPE
28,764,138R,Borgo Panigale - Reno,GIARDINO ERNESTO CHE GUEVARA,via Battindarno,6594.76,GIARDINO,,"44.5019686939, 11.2965769822","{""type"": ""MultiPolygon"", ""coordinates"": [[[[11.29605003923225, 44.501951767452034], [11.296169648170817, 44.50210194153856], [11.296084553929747, 44.50213579560512], [11.296012064840777, 44.50204498608095], [11.295813889551711, 44.50179768061432], [11.295723674836296, 44.501798648699655], [11.2957240041984, 44.501814381375574], [11.296229121200852, 44.50247255042022], [11.29732165762631, 44.50204157581744], [11.297339707574613, 44.50203995197794], [11.297239846895367, 44.50188676225648], [11.29720568865595, 44.50189780285834], [11.29717876423101, 44.501900865719634], [11.296933202980068, 44.50189716822044], [11.296709283661016, 44.50189042377898], [11.296653360495911, 44.5018885789177], [11.296636070222872, 44.50188712654973], [11.296572940431686, 44.501855538884804], [11.29656875575039, 44.50185148204401], [11.296564319689136, 44.501847430263965], [11.296559628713375, 44.501843293592046], [11.296554937738277, 44.50183915691993], [11.296550117539027, 44.50183493282556], [11.296545419496145, 44.50183061624802], [11.29654083654051, 44.50182602728236], [11.296536368672154, 44.5018211659286], [11.296532012356572, 44.50181594223426], [11.29652776052474, 44.501810176294306], [11.29652361317675, 44.501803868108766], [11.296519552640069, 44.50179656791518], [11.296515578914876, 44.50178827571349], [11.296511670794295, 44.50177845178871], [11.29650782120962, 44.501766916235816], [11.29650780734583, 44.50176680230693], [11.296122739072961, 44.50178642651183], [11.295965227097879, 44.50179440658394], [11.295924471730919, 44.501796471608195], [11.29592391428769, 44.501796499853036], [11.295923604269932, 44.50179651665187], [11.29605003923225, 44.501951767452034]]], [[[11.297197515614062, 44.50182747892138], [11.297197515611593, 44.501827478917924], [11.296926691386977, 44.50147255489774], [11.296847501091579, 44.50136877245387], [11.296570740489422, 44.501447415891825], [11.296576975481342, 44.50160609210769], [11.296576975481562, 44.501606092109625], [11.296576975484593, 44.50160609211141], [11.296591830253535, 44.5017344368593], [11.296595014593862, 44.501762337717665], [11.296595016897585, 44.50176235767129], [11.296595016871333, 44.50176235767262], [11.29659720172509, 44.501781501115445], [11.296607225422706, 44.501802904990186], [11.296618770409069, 44.501815005799365], [11.296633204716299, 44.501823807585254], [11.296659650294988, 44.50183416801851], [11.296691053207319, 44.50183623648476], [11.2968096175827, 44.50184123125751], [11.296933847063771, 44.50184314105641], [11.297003237095558, 44.501838773048576], [11.297016641570218, 44.50184057367742], [11.297156816385934, 44.50183532035465], [11.297197515614062, 44.50182747892138]], [[11.296625296527615, 44.50150411272873], [11.29675384353632, 44.50149747371894], [11.296763122595108, 44.50158956100454], [11.296745295866254, 44.50159046006932], [11.296755691395703, 44.50169494814056], [11.296723782537084, 44.50169655074486], [11.29671977282925, 44.50169675189067], [11.296644963661137, 44.50170050849655], [11.296625296527615, 44.50150411272873]]]]}"
29,304,204D,San Donato - San Vitale,ROTONDA AUGUSTO BARONI,Rotonda Augusto Baroni,7322.387,VERDE D'ARREDO STRADALE,,"44.5157663265, 11.399852309","{""type"": ""Polygon"", ""coordinates"": [[[11.399719551855899, 44.51618259273382], [11.399751449383201, 44.51618111164162], [11.399765170778055, 44.5161797280103], [11.399792539038817, 44.516175587617084], [11.39979936397427, 44.51617443203067], [11.399821566381322, 44.516170532533266], [11.399847412147967, 44.51616486912812], [11.399865868914684, 44.51615986184177], [11.399893093775669, 44.51615168246194], [11.399906951609195, 44.516147142098816], [11.399984885993321, 44.51612083604059], [11.400099299073753, 44.516082059375414], [11.400181348703352, 44.51605485653082], [11.400231341273479, 44.51603751025285], [11.400246067478244, 44.516032008707604], [11.400274743848076, 44.516020001867226], [11.400288495981, 44.51601380177755], [11.400300427779204, 44.51600811934612], [11.400323449903498, 44.515996000433105], [11.40034389818128, 44.51598418860475], [11.400357952627237, 44.515975498651315], [11.400375878899771, 44.51596337431907], [11.400392844754947, 44.51595057017161], [11.400405036402418, 44.51594036524632], [11.400420257430977, 44.515926281308325], [11.400437665126717, 44.51590839629731], [11.40044768652163, 44.515897228773916], [11.400460122086551, 44.5158820450961], [11.40047284269629, 44.51586426476069], [11.400479529649175, 44.51585356004842], [11.400487483194118, 44.51583911107512], [11.400496113313404, 44.51582069806822], [11.40049998244661, 44.51581130001615], [11.400505517442634, 44.51579639089156], [11.400511343051626, 44.5157776880418], [11.400515020318442, 44.51576259215943], [11.400517438463464, 44.515749266779295], [11.400519009327192, 44.51573651550177], [11.400520021362793, 44.51571953177596], [11.400519855634462, 44.51570257513932], [11.400519594772168, 44.515697637838954], [11.400518593885764, 44.51568577321728], [11.400516125011848, 44.515667999670264], [11.400513713078386, 44.515655540771874], [11.40050981612427, 44.515639443048926], [11.400504975010648, 44.51562353112554], [11.400498969943811, 44.515607766703724], [11.400497105080843, 44.51560349663399], [11.400491561076969, 44.51559203499125], [11.400483204423121, 44.515577116005275], [11.400473861774648, 44.5155624914385], [11.400467889279426, 44.51555387836626], [11.400458095138685, 44.51554052362697], [11.400444137922573, 44.51552318138272], [11.400433560162803, 44.515511479396736], [11.400419466352872, 44.515497112957235], [11.400404464706451, 44.51548331641868], [11.40039613979377, 44.515476527673705], [11.4003757378532, 44.515460752767616], [11.400353520942254, 44.51544366555368], [11.400347436795206, 44.515439330720916], [11.400334302232846, 44.51543142577246], [11.400305611124976, 44.51541676641623], [11.400288552409235, 44.515408336483986], [11.400265255129368, 44.51539782972389], [11.40024882379148, 44.515391224502864], [11.400231555748103, 44.515385009653826], [11.400210494839893, 44.51537833936488], [11.400189047100497, 44.51537246480826], [11.400167194108837, 44.51536731982598], [11.400145624137657, 44.515362968004546], [11.400127205349879, 44.51535980876469], [11.40010257063437, 44.515356397454305], [11.400077711506967, 44.51535379574161], [11.400069854378419, 44.51535312909411], [11.400045236855926, 44.51535143952169], [11.400020643512743, 44.51535049526129], [11.399996395721748, 44.51535053355102], [11.399979548539317, 44.51535122015135], [11.399957125328122, 44.515352912485675], [11.399934741885504, 44.515355386678614], [11.399923180669232, 44.51535693517806], [11.39990182659465, 44.515360121723106], [11.399880779259306, 44.515363855779086], [11.399856258326592, 44.51536950601222], [11.399827533221579, 44.51537746891309], [11.399789861053879, 44.515388841572104], [11.39976429338395, 44.515397277597216], [11.39968899585449, 44.51542343786921], [11.39959900895617, 44.51545341815119], [11.399509021560966, 44.515483398372595], [11.399474806867214, 44.515495013641775], [11.399447785836335, 44.515504816834515], [11.399421314250985, 44.515515401246034], [11.39941322203925, 44.51551890218117], [11.399404599434845, 44.5155229584456], [11.399387705927044, 44.51553177223929], [11.399364197871684, 44.5155445098875], [11.399348651156993, 44.515553452060146], [11.399333694330164, 44.51556288566644], [11.39932506394211, 44.51556891914699], [11.399318278219743, 44.51557403750355], [11.399298986516252, 44.51558998404859], [11.399285035304567, 44.51560216950676], [11.39926896301653, 44.51561636309432], [11.399256068972186, 44.51562906559], [11.399248244176865, 44.515638078388434], [11.39923886921255, 44.515650481303894], [11.399227124732091, 44.51566874452705], [11.399220417087772, 44.515680048509324], [11.39920535306506, 44.5157053918519], [11.399202386374585, 44.51571088734156], [11.399197716393454, 44.515722191388996], [11.39919259168578, 44.51573957934842], [11.39919145711348, 44.51574385404479], [11.399187545032394, 44.51575972081469], [11.399182300588475, 44.515787437914405], [11.399180590711142, 44.51580037012765], [11.39917900181868, 44.515819767654946], [11.399178605230356, 44.515832257130974], [11.399178919816794, 44.51584570102174], [11.399180704126515, 44.51586361891713], [11.399182804016887, 44.51587628029742], [11.399186247040834, 44.515892597907204], [11.399189935415912, 44.51590549782087], [11.399194818982128, 44.51591761841676], [11.399208831019033, 44.51594631125306], [11.399216402486543, 44.5159621761759], [11.399219657771344, 44.51596806970845], [11.39922743646199, 44.51597944148847], [11.399240980510724, 44.51599588599884], [11.399250453818249, 44.51600701184033], [11.399266765056803, 44.51602640564852], [11.399282634632609, 44.516043064541925], [11.399287574817091, 44.51604759316821], [11.399303332820235, 44.51606053535803], [11.399314790153896, 44.516069305357874], [11.399334084756338, 44.51608373596373], [11.399358207401862, 44.516100170266874], [11.399367150281813, 44.51610553682634], [11.399385837125896, 44.516115443026614], [11.399401669546988, 44.51612293239547], [11.399419193643253, 44.51613072178652], [11.399448526028081, 44.51614256202548], [11.399461115933894, 44.51614710603854], [11.39948910455059, 44.5161563824343], [11.399506400052749, 44.516161654524296], [11.399540398333343, 44.51617069733072], [11.399553323994335, 44.51617348565606], [11.399579537038592, 44.51617787041732], [11.399589695324709, 44.51617929299738], [11.399614191228396, 44.516182522393876], [11.399630549031311, 44.51618406979239], [11.399642791131063, 44.51618456673527], [11.399648040164005, 44.51618454734764], [11.399719551855899, 44.51618259273382]], [[11.399533002683977, 44.51590077487173], [11.399554730215707, 44.515894598964444], [11.399574224693565, 44.515931362368185], [11.399475336346189, 44.51595631852144], [11.399430181606542, 44.515878631933575], [11.399511335712624, 44.51585976772318], [11.399533002683977, 44.51590077487173]]]}"
30,1811,023S,Savena,SCUOLA LA TROTTOLA,via Bombicci,6036.421,VERDE SCOLASTICO,,"44.4805928514, 11.3890739039","{""type"": ""Polygon"", ""coordinates"": [[[11.389351618603854, 44.48092749291899], [11.389758043856448, 44.480770980178825], [11.389240906207739, 44.480085658078664], [11.388388548415113, 44.48042570242401], [11.38875571528743, 44.48090594354019], [11.388889172469035, 44.48108247666422], [11.388905381152806, 44.481091409544035], [11.388929976182826, 44.481093235391164], [11.389319249129676, 44.48094158432113], [11.389351618603854, 44.48092749291899]], [[11.389190850793478, 44.480718864470376], [11.389161466620351, 44.48072982212136], [11.389173712202789, 44.480746399971046], [11.389104502795568, 44.48077287610283], [11.389028363790622, 44.48080210786513], [11.388992248707918, 44.48074912009902], [11.388955526802205, 44.48069974569585], [11.38897694989039, 44.480691645166196], [11.388961505017953, 44.48067063310145], [11.388939091536505, 44.4806791144644], [11.388862574876265, 44.4805759290541], [11.389002723722953, 44.48052222061874], [11.38901416357691, 44.480537555313916], [11.389045985737583, 44.480525455697034], [11.389034143058726, 44.480509499418226], [11.389179020863574, 44.480454611442156], [11.38927078223487, 44.48057719732678], [11.389246393436752, 44.48058634582467], [11.38912640399596, 44.48063180013109], [11.389190850793478, 44.480718864470376]]]}"
31,165,193S,Savena,AREA VIA LINCOLN,Via Lincoln,6655.369,PARCO,,"44.4824543093, 11.3916853101","{""type"": ""Polygon"", ""coordinates"": [[[11.391438848108749, 44.4818685266213], [11.391353375051592, 44.481730961504965], [11.392089690056002, 44.481502077298664], [11.39200662504901, 44.48136500231293], [11.390340566189371, 44.482019019277864], [11.390344821618328, 44.482043146668886], [11.39107790300876, 44.48181802759235], [11.391139216984595, 44.48191522849052], [11.39139103977439, 44.48233234160957], [11.391631149417083, 44.48272431299376], [11.391661262203137, 44.48276266183903], [11.391855550186675, 44.48309491733543], [11.391891853285758, 44.48315240171087], [11.39217734871459, 44.483623901258596], [11.392453728770041, 44.483537353920106], [11.392167458585465, 44.48306848185381], [11.391923984133198, 44.48268045334545], [11.39168001921987, 44.48226803768107], [11.391438848108749, 44.4818685266213]]]}"
32,2053,001S,Savena,SCUOLE VISCARDI,via Delle Fosse Ardeatine,4530.037,VERDE SCOLASTICO,,"44.4820166467, 11.3825016245","{""type"": ""Polygon"", ""coordinates"": [[[11.382797756352034, 44.48223702344861], [11.382837826325543, 44.48232346995147], [11.383246101761284, 44.48222948033827], [11.38323991409076, 44.482218120419915], [11.382937376479894, 44.481634033755164], [11.381717139554844, 44.48194677006459], [11.382068411391062, 44.48242638320548], [11.382789813416368, 44.48223880660761], [11.382797756352034, 44.48223702344861]], [[11.381910706642111, 44.48207984785322], [11.3820132414831, 44.482053310387506], [11.382081485623287, 44.482188271496], [11.38276470705746, 44.4820132199815], [11.382681206429417, 44.48184950023069], [11.382757974937682, 44.481829441847104], [11.38275142026615, 44.48181670534359], [11.382848592043825, 44.48179126941581], [11.382939873808585, 44.481970040531884], [11.382919843670344, 44.48197532023329], [11.382971365481199, 44.48207633103664], [11.382908037613321, 44.48209295796415], [11.382927439582149, 44.48213090284101], [11.382874063928458, 44.48214489121598], [11.382879161880984, 44.48215596284446], [11.382738097260438, 44.48219051425239], [11.382731799841949, 44.482180849319455], [11.382114456233259, 44.48234017344543], [11.382065252101414, 44.48224046422399], [11.382000416094114, 44.482257122139735], [11.381910706642111, 44.48207984785322]], [[11.383074035276687, 44.48223829975467], [11.383054586578973, 44.48219612476447], [11.38315098930256, 44.48217340535464], [11.38317006114325, 44.482215588210096], [11.383074035276687, 44.48223829975467]]]}"
33,1490,177R,Borgo Panigale - Reno,SPONDE E AIUOLE PERTINI  - SANZIO,viale Sandro Pertini,5937.511,VERDE D'ARREDO STRADALE,,"44.4906126487, 11.2835000993","{""type"": ""Polygon"", ""coordinates"": [[[11.284650069450665, 44.490762867985346], [11.284448051588631, 44.490704914378256], [11.284340646293016, 44.49067430552893], [11.284306910642133, 44.4906657897351], [11.28425888379961, 44.490653652931485], [11.284194695940725, 44.49063278375816], [11.284135252381072, 44.49061298020984], [11.28408047008848, 44.49058629593825], [11.284064121945365, 44.49057794469668], [11.284006387750159, 44.4905484476647], [11.283920881456218, 44.49050502189642], [11.283856347958695, 44.490470484482294], [11.283753580154118, 44.4904352628949], [11.283525577600049, 44.49035596116489], [11.283207312656819, 44.49023218449875], [11.28310966455072, 44.49018988611245], [11.283109640562607, 44.49018991079092], [11.28308642891221, 44.490213871705784], [11.28278295101223, 44.49052935673807], [11.28261041862038, 44.49070700509825], [11.282581178864318, 44.49074729080818], [11.282581690081077, 44.49077005644654], [11.282595068585913, 44.49079382523238], [11.282612834037666, 44.490810754307155], [11.282653051301885, 44.49082615382491], [11.282696264986836, 44.49083132053853], [11.282699868441235, 44.490849523397806], [11.28280468350472, 44.49083797326898], [11.283046297323025, 44.490819094178825], [11.283325991419037, 44.49079630166633], [11.28353588842143, 44.4907800369125], [11.283793457556447, 44.49075750581752], [11.283914201185913, 44.490748066555625], [11.284025524455982, 44.49074214680871], [11.28413229330405, 44.49074198950152], [11.284200773439956, 44.4907468297685], [11.284309371144925, 44.49075806883649], [11.284419697897288, 44.4907749445283], [11.284531720446882, 44.490799798122715], [11.284720987311477, 44.49085101219206], [11.284946994786738, 44.49091553343607], [11.28517790360555, 44.49097995633336], [11.2854649648647, 44.49106197840976], [11.285633227125285, 44.491106679818635], [11.28564759861437, 44.491107562314866], [11.285652244298028, 44.491104138207305], [11.285650468637197, 44.49109733197998], [11.2856327724093, 44.491091835153114], [11.285326341250023, 44.49098724535235], [11.285233033918486, 44.49095535557007], [11.285131924463423, 44.49092011151075], [11.284982638035023, 44.49087178811673], [11.284844459822073, 44.490824502654334], [11.284844264549902, 44.49082433573647], [11.284762378560718, 44.49079569186354], [11.284650069450665, 44.490762867985346]]]}"
34,2044,002V,San Donato - San Vitale,SCUOLA ELEM. DON BOSCO,Via Vizzani 56,4494.322,VERDE SCOLASTICO,,"44.4904810138, 11.3710341966","{""type"": ""Polygon"", ""coordinates"": [[[11.370290612098064, 44.49046775160841], [11.370517083242925, 44.49080516016283], [11.37060406418753, 44.49093388247023], [11.370908041246444, 44.490831397507165], [11.371224498990468, 44.49072728883855], [11.371794404533722, 44.490542198415504], [11.371471926930404, 44.49007094055059], [11.370290612098064, 44.49046775160841]], [[11.370485567745627, 44.49057444103396], [11.370582912221044, 44.49053965988182], [11.370692206829291, 44.49070060612458], [11.370762718961045, 44.49067730196692], [11.370730895244309, 44.49062508986536], [11.370766598927375, 44.49061457775666], [11.370772773165546, 44.49062824252042], [11.371211957134465, 44.490489804420775], [11.371198969283673, 44.49046651121225], [11.371233800714357, 44.490454292952975], [11.37126392721053, 44.4905042413485], [11.371337624400859, 44.4904802956275], [11.37123628067245, 44.49031746030358], [11.371219165394466, 44.49029137933371], [11.371303930207144, 44.49026318059345], [11.37129617476489, 44.4902501234384], [11.37136501183439, 44.49022512959209], [11.371478807629916, 44.49039805046293], [11.371474180696497, 44.490402744345076], [11.371535805613656, 44.490496865362786], [11.37146760750697, 44.490517823334365], [11.37149330397621, 44.490557518664666], [11.37125576199431, 44.49063946803863], [11.371224100869913, 44.49059127567684], [11.370876378527417, 44.49070827276225], [11.370908911499367, 44.49075817123465], [11.37074019398949, 44.490813333775094], [11.370715570076898, 44.49082138475357], [11.370653596883452, 44.49071864985873], [11.370590234737561, 44.4907400815178], [11.370485567745627, 44.49057444103396]], [[11.370613146706889, 44.49090914503781], [11.370555906748589, 44.49082412807861], [11.370616861956188, 44.4908027464581], [11.370675660247622, 44.490886581578586], [11.370613146706889, 44.49090914503781]]]}"
35,446,154V,San Donato - San Vitale,AIUOLE WEBER-FERRARI,Via Ferrari,5820.459,VERDE D'ARREDO STRADALE,,"44.5035355334, 11.3934061603","{""type"": ""Polygon"", ""coordinates"": [[[11.391775332012475, 44.504266884199325], [11.39177653675068, 44.50436985786996], [11.391850648296442, 44.504378358808815], [11.39200259737304, 44.50433621011114], [11.39228592949055, 44.504242916978654], [11.392837024336895, 44.50406218536195], [11.392668251093571, 44.50380879963618], [11.394180445219103, 44.50329032780583], [11.394308580607007, 44.50324639389617], [11.395022516013759, 44.50301156912101], [11.395070358731653, 44.50299724101499], [11.395120220929718, 44.502981321095994], [11.395129919040675, 44.502977666101835], [11.395137305002901, 44.50296965067318], [11.395139419756758, 44.502958371890735], [11.395136481577438, 44.50294955823946], [11.395069402850886, 44.50283407887044], [11.395018062063457, 44.50285070031838], [11.394089337732849, 44.503139797392464], [11.39406289299617, 44.503097403448265], [11.393923874006841, 44.50314266597711], [11.39392826162753, 44.5031549021908], [11.39392782148909, 44.50316559471756], [11.393923871885718, 44.503176360893335], [11.393919999438587, 44.50318901073623], [11.39391269468091, 44.503203617895046], [11.393902706381057, 44.50321702451156], [11.393889182889614, 44.503229876886245], [11.393872149923316, 44.50324280290699], [11.393857491865909, 44.50324939479896], [11.393839298616898, 44.50325543244656], [11.393821053927613, 44.50326021431311], [11.393804435380307, 44.5032618199084], [11.393788617046003, 44.503261523422665], [11.393768334720903, 44.503259435322796], [11.393753316602332, 44.5032572367536], [11.393737266813465, 44.503251289258266], [11.393722380980329, 44.50324176292074], [11.393706484791581, 44.503228683323364], [11.393695416332388, 44.50321571857719], [11.393557925075042, 44.503259407862835], [11.393585707603842, 44.5033028585231], [11.39248651706967, 44.503648758688335], [11.39247742942134, 44.50365341228823], [11.392476654546451, 44.5036641768003], [11.392482153984126, 44.503673530020315], [11.392609368549218, 44.503863789491064], [11.39255526249015, 44.50388277169201], [11.392559961655058, 44.503908300126135], [11.392561684578737, 44.503942936906654], [11.392558398530491, 44.50395937422688], [11.392553674067855, 44.503972670321005], [11.392547169139537, 44.503985375329194], [11.392530546936122, 44.50400834739343], [11.392512815996142, 44.50402568685033], [11.392491447002016, 44.50403996046262], [11.392463833517855, 44.504051851321876], [11.392427933745466, 44.50406510997526], [11.39238630784863, 44.50407792312188], [11.39202799074152, 44.50419354196174], [11.391985066155371, 44.50420825257289], [11.391955569223587, 44.504217040658816], [11.39179866676397, 44.50426130946868], [11.391775332012475, 44.504266884199325]]]}"
36,979,143V,San Donato - San Vitale,AIUOLE VIA DELL INDUSTRIA,Via dell'Industria,4861.98,VERDE D'ARREDO STRADALE,,"44.506913245, 11.4175691929","{""type"": ""Polygon"", ""coordinates"": [[[11.41637767711461, 44.50714459371902], [11.417523561355718, 44.50704528574397], [11.418982573439493, 44.506911934976195], [11.421439509465138, 44.50668354879338], [11.421641923390274, 44.5066685335221], [11.422000291832695, 44.50664187014772], [11.422027835456575, 44.50664076564782], [11.422137661447504, 44.50662948409904], [11.42215925541873, 44.50662416892516], [11.422178838528781, 44.50661727861458], [11.422195424106006, 44.506608521845585], [11.42221869364812, 44.50659325524363], [11.422251986182262, 44.50656865793643], [11.422275057492604, 44.50654658975445], [11.422300636476448, 44.50651188086998], [11.422313352435598, 44.50648307526727], [11.422322046705458, 44.50644518649227], [11.422322951576264, 44.50642380966617], [11.422321287242854, 44.506405927015386], [11.422318338375527, 44.50638930748431], [11.42231385275602, 44.50637765560303], [11.422250226788528, 44.506384333760245], [11.42216643311182, 44.506566160349], [11.4208428198642, 44.506685811445976], [11.420036733252577, 44.5067626909345], [11.419748026610392, 44.506790150872895], [11.419148528421314, 44.506854133368805], [11.4178032134336, 44.50696786397818], [11.416724805368437, 44.5070699733251], [11.415929777841228, 44.507099144931736], [11.415929763549743, 44.507098945310204], [11.41570246530944, 44.507098911558224], [11.414894936520842, 44.50707089329552], [11.414269191942248, 44.50681783534449], [11.414062507281198, 44.506479940055485], [11.414030254064995, 44.506507268131955], [11.414045534733678, 44.50658198952104], [11.414079673126242, 44.506699942270366], [11.414183177861853, 44.506785012959554], [11.414257068123389, 44.5068941415013], [11.414340282690926, 44.50701504706977], [11.414407128162205, 44.507069980655956], [11.414494284910154, 44.5071135115039], [11.414602580203926, 44.50713739779592], [11.41516022068728, 44.50716323063093], [11.415663268771473, 44.50717401576442], [11.41637767711461, 44.50714459371902]]]}"
37,1826,018N,Navile,SCUOLA ANGELA FRESU,Via Lipparini,4941.01,VERDE SCOLASTICO,,"44.5395247684, 11.3581937554","{""type"": ""Polygon"", ""coordinates"": [[[11.35863266090624, 44.5395026797753], [11.358387186144393, 44.539044525624305], [11.357680596669661, 44.53922276452543], [11.358082448536873, 44.54010631742513], [11.358625100522476, 44.5397529463344], [11.358668088038405, 44.53968469857107], [11.358678597989748, 44.53964270619457], [11.358668441341608, 44.5395689174626], [11.35863266090624, 44.5395026797753]], [[11.358056627052996, 44.53952752041252], [11.358048007164474, 44.539465389902674], [11.358423879728516, 44.53944108829617], [11.358427996726986, 44.53944082226737], [11.358438781777203, 44.53952628375541], [11.358552579323106, 44.53952168741987], [11.358558159876756, 44.53958215199944], [11.358463375500968, 44.539587230410866], [11.35806711236755, 44.539611408044614], [11.358056627052996, 44.53952752041252]]]}"
38,1875,010Z,Porto - Saragozza,SC.MAT.CANTALAMESSA,via dello Sport,4677.36,VERDE SCOLASTICO,,"44.4919145583, 11.3076291786","{""type"": ""Polygon"", ""coordinates"": [[[11.307690381401203, 44.492404899392604], [11.30765246213198, 44.49211094595592], [11.308122736503908, 44.492073344069716], [11.308126242255174, 44.4920124167763], [11.30811961597499, 44.49196493360422], [11.30809780220732, 44.49179216404811], [11.308094955510343, 44.491758282539145], [11.308058686968867, 44.491508570223495], [11.30788516418684, 44.49151586230816], [11.307885186994534, 44.49151614444939], [11.307859699408901, 44.49155290065331], [11.307635248374515, 44.491560078463074], [11.307193105636744, 44.491590177680294], [11.307281064976618, 44.49243597228557], [11.30750443568429, 44.492427298004515], [11.307502446778006, 44.4924147156083], [11.307690381401203, 44.492404899392604]], [[11.307299022834917, 44.4918934859147], [11.30756795081196, 44.49187526272765], [11.30759322129822, 44.4920662322399], [11.307524257590643, 44.49206834748707], [11.307523806731059, 44.49205692344423], [11.307402304169491, 44.492065346967614], [11.307401271868153, 44.49206541854987], [11.307384459226693, 44.49206658396389], [11.307374316787135, 44.49208047273121], [11.307324041119667, 44.49208446058663], [11.307319928743679, 44.4920471837574], [11.307333468277381, 44.49203970799384], [11.307317369048144, 44.49192813422414], [11.307303573960839, 44.491929133443186], [11.307299022834917, 44.4918934859147]], [[11.307903952155094, 44.49199503870795], [11.307690319386198, 44.49200899338938], [11.307671849238845, 44.49186604919098], [11.307885732828845, 44.49185208946895], [11.307903952155094, 44.49199503870795]]]}"
39,1678,103B,Borgo Panigale - Reno,GIARDINO JERZJ POPIELUSZKO,Via Normandia,5081.079,GIARDINO,,"44.5222538277, 11.2641928505","{""type"": ""Polygon"", ""coordinates"": [[[11.264472434685453, 44.522228448659575], [11.264178911071067, 44.52179145014489], [11.264052774155894, 44.521605084341715], [11.263776880139428, 44.52170067319531], [11.263805027649527, 44.52184577241888], [11.263813051629853, 44.5218872036895], [11.263902926896233, 44.52233598714636], [11.263915108984865, 44.52239381059259], [11.263927008639468, 44.52245082928788], [11.263943041258965, 44.52248787065375], [11.263949251001266, 44.522495489423534], [11.263998938677005, 44.522537264546216], [11.264325741330632, 44.52284261908765], [11.264337346833816, 44.52284986051953], [11.264348991479183, 44.52285160989301], [11.264407471129777, 44.52283451509543], [11.264354609689304, 44.52275634383756], [11.26473431675432, 44.52262493404629], [11.264532859421761, 44.522319973232364], [11.264472434685453, 44.522228448659575]], [[11.264067001209419, 44.5218617289452], [11.26398071626353, 44.52189188879857], [11.26393677204565, 44.52182623351252], [11.26402343431796, 44.5217960659153], [11.264067001209419, 44.5218617289452]]]}"
40,1484,178R,Borgo Panigale - Reno,SPONDE E AIUOLE PERTINI - CASSINI,viale Sandro Pertini,5131.089,VERDE D'ARREDO STRADALE,,"44.4900137403, 11.2840290937","{""type"": ""Polygon"", ""coordinates"": [[[11.283912307335797, 44.48945995446028], [11.283880453989969, 44.489455820804245], [11.283848615942702, 44.48945852892846], [11.283818595029883, 44.48946912246807], [11.28379199370343, 44.48949000070494], [11.283546344655194, 44.4897403229835], [11.283287056507953, 44.49000753279931], [11.28339746777182, 44.49005438037601], [11.283786611180428, 44.4902045279298], [11.283925705068794, 44.490256306462214], [11.284001502604246, 44.49027270372043], [11.284265301918277, 44.490315071054845], [11.284416201565298, 44.490362246501455], [11.284447606905655, 44.49037162821888], [11.284499601842338, 44.490387178397974], [11.28459584043259, 44.490415904328295], [11.284751308226632, 44.49045959401839], [11.284999740383418, 44.490526105445255], [11.285059746346192, 44.49054066668057], [11.285060004710935, 44.49054084155265], [11.285084888555357, 44.49054682479845], [11.28511113695836, 44.49055233044106], [11.285224115473666, 44.49057590416143], [11.285467490066917, 44.49063107408233], [11.285569884297823, 44.49065413961527], [11.285765408408887, 44.49069811427234], [11.28589021496139, 44.49072505098723], [11.285896306565132, 44.490713585923736], [11.28570875283458, 44.49066116931209], [11.285449035738683, 44.49058688219544], [11.285077080168513, 44.490485405244975], [11.284785159851985, 44.49040122848421], [11.28473869727313, 44.49038694492077], [11.284685600982998, 44.49036703296738], [11.28463417970926, 44.49034492687174], [11.284587450502892, 44.49032380678005], [11.284530983351326, 44.4902948697194], [11.284477695728844, 44.490263618505715], [11.284424220835813, 44.49022435846958], [11.284385304976539, 44.49019398956747], [11.284356134129334, 44.49017161781178], [11.284313801737703, 44.49013105459248], [11.284276168048164, 44.49009165760003], [11.284221914547336, 44.49002279538218], [11.284202056943695, 44.489987723646955], [11.284166812843287, 44.489912899568886], [11.28412104056865, 44.48979714556732], [11.284051540243263, 44.48962127992577], [11.284024305022545, 44.489548636058025], [11.284004405947226, 44.48951248483112], [11.283976969048647, 44.489499080348764], [11.283941244521216, 44.48946990772808], [11.283912307335797, 44.48945995446028]]]}"
